Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.5	rtr-az-1	260	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-az-1	260	internal://	OutSatisfiedInterests	0	0	0	0
0.5	rtr-az-1	260	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-az-1	-1	all	SatisfiedInterests	30.4	0	19	0
0.5	rtr-az-1	-1	all	TimedOutInterests	0	0	0	0
0.5	rtr-az-math	1	internal://	InInterests	0	0	0	0
0.5	rtr-az-math	1	internal://	OutInterests	0	0	0	0
0.5	rtr-az-math	1	internal://	InData	0	0	0	0
0.5	rtr-az-math	1	internal://	OutData	0	0	0	0
0.5	rtr-az-math	1	internal://	InNacks	0	0	0	0
0.5	rtr-az-math	1	internal://	OutNacks	0	0	0	0
0.5	rtr-az-math	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	rtr-az-math	1	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-az-math	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	rtr-az-math	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-az-math	256	netdev://[00:00:00:00:00:06]	InInterests	0	0	0	0
0.5	rtr-az-math	256	netdev://[00:00:00:00:00:06]	OutInterests	41.6	2.3	26	1.4375
0.5	rtr-az-math	256	netdev://[00:00:00:00:00:06]	InData	27.2	36.5875	17	22.8672
0.5	rtr-az-math	256	netdev://[00:00:00:00:00:06]	OutData	0	0	0	0
0.5	rtr-az-math	256	netdev://[00:00:00:00:00:06]	InNacks	0	0	0	0
0.5	rtr-az-math	256	netdev://[00:00:00:00:00:06]	OutNacks	0	0	0	0
0.5	rtr-az-math	256	netdev://[00:00:00:00:00:06]	InSatisfiedInterests	0	0	0	0
0.5	rtr-az-math	256	netdev://[00:00:00:00:00:06]	InTimedOutInterests	0	0	0	0
0.5	rtr-az-math	256	netdev://[00:00:00:00:00:06]	OutSatisfiedInterests	27.2	0	17	0
0.5	rtr-az-math	256	netdev://[00:00:00:00:00:06]	OutTimedOutInterests	0	0	0	0
0.5	rtr-az-math	257	netdev://[00:00:00:00:00:09]	InInterests	41.6	2.3	26	1.4375
0.5	rtr-az-math	257	netdev://[00:00:00:00:00:09]	OutInterests	0	0	0	0
0.5	rtr-az-math	257	netdev://[00:00:00:00:00:09]	InData	0	0	0	0
0.5	rtr-az-math	257	netdev://[00:00:00:00:00:09]	OutData	27.2	36.5875	17	22.8672
0.5	rtr-az-math	257	netdev://[00:00:00:00:00:09]	InNacks	0	0	0	0
0.5	rtr-az-math	257	netdev://[00:00:00:00:00:09]	OutNacks	0	0	0	0
0.5	rtr-az-math	257	netdev://[00:00:00:00:00:09]	InSatisfiedInterests	27.2	0	17	0
0.5	rtr-az-math	257	netdev://[00:00:00:00:00:09]	InTimedOutInterests	0	0	0	0
0.5	rtr-az-math	257	netdev://[00:00:00:00:00:09]	OutSatisfiedInterests	0	0	0	0
0.5	rtr-az-math	257	netdev://[00:00:00:00:00:09]	OutTimedOutInterests	0	0	0	0
0.5	rtr-az-math	259	internal://	InInterests	0	0	0	0
0.5	rtr-az-math	259	internal://	OutInterests	0	0	0	0
0.5	rtr-az-math	259	internal://	InData	0	0	0	0
0.5	rtr-az-math	259	internal://	OutData	0	0	0	0
0.5	rtr-az-math	259	internal://	InNacks	0	0	0	0
0.5	rtr-az-math	259	internal://	OutNacks	0	0	0	0
0.5	rtr-az-math	259	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	rtr-az-math	259	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-az-math	259	internal://	OutSatisfiedInterests	0	0	0	0
0.5	rtr-az-math	259	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-az-math	-1	all	SatisfiedInterests	30.4	0	19	0
0.5	rtr-az-math	-1	all	TimedOutInterests	0	0	0	0
0.5	rtr-az-cs	1	internal://	InInterests	0	0	0	0
0.5	rtr-az-cs	1	internal://	OutInterests	0	0	0	0
0.5	rtr-az-cs	1	internal://	InData	0	0	0	0
0.5	rtr-az-cs	1	internal://	OutData	0	0	0	0
0.5	rtr-az-cs	1	internal://	InNacks	0	0	0	0
0.5	rtr-az-cs	1	internal://	OutNacks	0	0	0	0
0.5	rtr-az-cs	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	rtr-az-cs	1	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-az-cs	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	rtr-az-cs	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-az-cs	256	netdev://[00:00:00:00:00:08]	InInterests	0	0	0	0
0.5	rtr-az-cs	256	netdev://[00:00:00:00:00:08]	OutInterests	40	2.21094	25	1.38184
0.5	rtr-az-cs	256	netdev://[00:00:00:00:00:08]	InData	27.2	36.5875	17	22.8672
0.5	rtr-az-cs	256	netdev://[00:00:00:00:00:08]	OutData	0	0	0	0
0.5	rtr-az-cs	256	netdev://[00:00:00:00:00:08]	InNacks	0	0	0	0
0.5	rtr-az-cs	256	netdev://[00:00:00:00:00:08]	OutNacks	0	0	0	0
0.5	rtr-az-cs	256	netdev://[00:00:00:00:00:08]	InSatisfiedInterests	0	0	0	0
0.5	rtr-az-cs	256	netdev://[00:00:00:00:00:08]	InTimedOutInterests	0	0	0	0
0.5	rtr-az-cs	256	netdev://[00:00:00:00:00:08]	OutSatisfiedInterests	27.2	0	17	0
0.5	rtr-az-cs	256	netdev://[00:00:00:00:00:08]	OutTimedOutInterests	0	0	0	0
0.5	rtr-az-cs	258	netdev://[00:00:00:00:00:0d]	InInterests	40	2.21094	25	1.38184
0.5	rtr-az-cs	258	netdev://[00:00:00:00:00:0d]	OutInterests	0	0	0	0
0.5	rtr-az-cs	258	netdev://[00:00:00:00:00:0d]	InData	0	0	0	0
0.5	rtr-az-cs	258	netdev://[00:00:00:00:00:0d]	OutData	27.2	36.5875	17	22.8672
0.5	rtr-az-cs	258	netdev://[00:00:00:00:00:0d]	InNacks	0	0	0	0
0.5	rtr-az-cs	258	netdev://[00:00:00:00:00:0d]	OutNacks	0	0	0	0
0.5	rtr-az-cs	258	netdev://[00:00:00:00:00:0d]	InSatisfiedInterests	27.2	0	17	0
0.5	rtr-az-cs	258	netdev://[00:00:00:00:00:0d]	InTimedOutInterests	0	0	0	0
0.5	rtr-az-cs	258	netdev://[00:00:00:00:00:0d]	OutSatisfiedInterests	0	0	0	0
0.5	rtr-az-cs	258	netdev://[00:00:00:00:00:0d]	OutTimedOutInterests	0	0	0	0
0.5	rtr-az-cs	259	internal://	InInterests	0	0	0	0
0.5	rtr-az-cs	259	internal://	OutInterests	0	0	0	0
0.5	rtr-az-cs	259	internal://	InData	0	0	0	0
0.5	rtr-az-cs	259	internal://	OutData	0	0	0	0
0.5	rtr-az-cs	259	internal://	InNacks	0	0	0	0
0.5	rtr-az-cs	259	internal://	OutNacks	0	0	0	0
0.5	rtr-az-cs	259	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	rtr-az-cs	259	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-az-cs	259	internal://	OutSatisfiedInterests	0	0	0	0
0.5	rtr-az-cs	259	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-az-cs	-1	all	SatisfiedInterests	30.4	0	19	0
0.5	rtr-az-cs	-1	all	TimedOutInterests	0	0	0	0
0.5	az-math	1	internal://	InInterests	0	0	0	0
0.5	az-math	1	internal://	OutInterests	0	0	0	0
0.5	az-math	1	internal://	InData	0	0	0	0
0.5	az-math	1	internal://	OutData	0	0	0	0
0.5	az-math	1	internal://	InNacks	0	0	0	0
0.5	az-math	1	internal://	OutNacks	0	0	0	0
0.5	az-math	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	az-math	1	internal://	InTimedOutInterests	0	0	0	0
0.5	az-math	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	az-math	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	az-math	256	netdev://[00:00:00:00:00:0a]	InInterests	0	0	0	0
0.5	az-math	256	netdev://[00:00:00:00:00:0a]	OutInterests	41.6	2.3	26	1.4375
0.5	az-math	256	netdev://[00:00:00:00:00:0a]	InData	24	32.2812	15	20.1758
0.5	az-math	256	netdev://[00:00:00:00:00:0a]	OutData	0	0	0	0
0.5	az-math	256	netdev://[00:00:00:00:00:0a]	InNacks	0	0	0	0
0.5	az-math	256	netdev://[00:00:00:00:00:0a]	OutNacks	0	0	0	0
0.5	az-math	256	netdev://[00:00:00:00:00:0a]	InSatisfiedInterests	0	0	0	0
0.5	az-math	256	netdev://[00:00:00:00:00:0a]	InTimedOutInterests	0	0	0	0
0.5	az-math	256	netdev://[00:00:00:00:00:0a]	OutSatisfiedInterests	24	0	15	0
0.5	az-math	256	netdev://[00:00:00:00:00:0a]	OutTimedOutInterests	0	0	0	0
0.5	az-math	257	internal://	InInterests	0	0	0	0
0.5	az-math	257	internal://	OutInterests	0	0	0	0
0.5	az-math	257	internal://	InData	0	0	0	0
0.5	az-math	257	internal://	OutData	0	0	0	0
0.5	az-math	257	internal://	InNacks	0	0	0	0
0.5	az-math	257	internal://	OutNacks	0	0	0	0
0.5	az-math	257	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	az-math	257	internal://	InTimedOutInterests	0	0	0	0
0.5	az-math	257	internal://	OutSatisfiedInterests	0	0	0	0
0.5	az-math	257	internal://	OutTimedOutInterests	0	0	0	0
0.5	az-math	258	appFace://	InInterests	41.6	2.3	26	1.4375
0.5	az-math	258	appFace://	OutInterests	0	0	0	0
0.5	az-math	258	appFace://	InData	0	0	0	0
0.5	az-math	258	appFace://	OutData	24	32.2812	15	20.1758
0.5	az-math	258	appFace://	InNacks	0	0	0	0
0.5	az-math	258	appFace://	OutNacks	0	0	0	0
0.5	az-math	258	appFace://	InSatisfiedInterests	24	0	15	0
0.5	az-math	258	appFace://	InTimedOutInterests	0	0	0	0
0.5	az-math	258	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	az-math	258	appFace://	OutTimedOutInterests	0	0	0	0
0.5	az-math	-1	all	SatisfiedInterests	28.8	0	18	0
0.5	az-math	-1	all	TimedOutInterests	0	0	0	0
0.5	az-cs	1	internal://	InInterests	0	0	0	0
0.5	az-cs	1	internal://	OutInterests	0	0	0	0
0.5	az-cs	1	internal://	InData	0	0	0	0
0.5	az-cs	1	internal://	OutData	0	0	0	0
0.5	az-cs	1	internal://	InNacks	0	0	0	0
0.5	az-cs	1	internal://	OutNacks	0	0	0	0
0.5	az-cs	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	az-cs	1	internal://	InTimedOutInterests	0	0	0	0
0.5	az-cs	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	az-cs	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	az-cs	256	netdev://[00:00:00:00:00:0e]	InInterests	0	0	0	0
0.5	az-cs	256	netdev://[00:00:00:00:00:0e]	OutInterests	40	2.21094	25	1.38184
0.5	az-cs	256	netdev://[00:00:00:00:00:0e]	InData	25.6	34.4344	16	21.5215
0.5	az-cs	256	netdev://[00:00:00:00:00:0e]	OutData	0	0	0	0
0.5	az-cs	256	netdev://[00:00:00:00:00:0e]	InNacks	0	0	0	0
0.5	az-cs	256	netdev://[00:00:00:00:00:0e]	OutNacks	0	0	0	0
0.5	az-cs	256	netdev://[00:00:00:00:00:0e]	InSatisfiedInterests	0	0	0	0
0.5	az-cs	256	netdev://[00:00:00:00:00:0e]	InTimedOutInterests	0	0	0	0
0.5	az-cs	256	netdev://[00:00:00:00:00:0e]	OutSatisfiedInterests	25.6	0	16	0
0.5	az-cs	256	netdev://[00:00:00:00:00:0e]	OutTimedOutInterests	0	0	0	0
0.5	az-cs	257	internal://	InInterests	0	0	0	0
0.5	az-cs	257	internal://	OutInterests	0	0	0	0
0.5	az-cs	257	internal://	InData	0	0	0	0
0.5	az-cs	257	internal://	OutData	0	0	0	0
0.5	az-cs	257	internal://	InNacks	0	0	0	0
0.5	az-cs	257	internal://	OutNacks	0	0	0	0
0.5	az-cs	257	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	az-cs	257	internal://	InTimedOutInterests	0	0	0	0
0.5	az-cs	257	internal://	OutSatisfiedInterests	0	0	0	0
0.5	az-cs	257	internal://	OutTimedOutInterests	0	0	0	0
0.5	az-cs	258	appFace://	InInterests	40	2.21094	25	1.38184
0.5	az-cs	258	appFace://	OutInterests	0	0	0	0
0.5	az-cs	258	appFace://	InData	0	0	0	0
0.5	az-cs	258	appFace://	OutData	25.6	34.4344	16	21.5215
0.5	az-cs	258	appFace://	InNacks	0	0	0	0
0.5	az-cs	258	appFace://	OutNacks	0	0	0	0
0.5	az-cs	258	appFace://	InSatisfiedInterests	25.6	0	16	0
0.5	az-cs	258	appFace://	InTimedOutInterests	0	0	0	0
0.5	az-cs	258	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	az-cs	258	appFace://	OutTimedOutInterests	0	0	0	0
0.5	az-cs	-1	all	SatisfiedInterests	30.4	0	19	0
0.5	az-cs	-1	all	TimedOutInterests	0	0	0	0
0.5	rtr-ucla-1	1	internal://	InInterests	0	0	0	0
0.5	rtr-ucla-1	1	internal://	OutInterests	0	0	0	0
0.5	rtr-ucla-1	1	internal://	InData	0	0	0	0
0.5	rtr-ucla-1	1	internal://	OutData	0	0	0	0
0.5	rtr-ucla-1	1	internal://	InNacks	0	0	0	0
0.5	rtr-ucla-1	1	internal://	OutNacks	0	0	0	0
0.5	rtr-ucla-1	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	rtr-ucla-1	1	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-ucla-1	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	rtr-ucla-1	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-ucla-1	256	netdev://[00:00:00:00:00:02]	InInterests	54.4	3.00938	34	1.88086
0.5	rtr-ucla-1	256	netdev://[00:00:00:00:00:02]	OutInterests	0	0	0	0
0.5	rtr-ucla-1	256	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
0.5	rtr-ucla-1	256	netdev://[00:00:00:00:00:02]	OutData	28.8	38.7406	18	24.2129
0.5	rtr-ucla-1	256	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
0.5	rtr-ucla-1	256	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
0.5	rtr-ucla-1	256	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	28.8	0	18	0
0.5	rtr-ucla-1	256	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
0.5	rtr-ucla-1	256	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
0.5	rtr-ucla-1	256	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
0.5	rtr-ucla-1	257	netdev://[00:00:00:00:00:0f]	InInterests	80	4.42344	50	2.76465
0.5	rtr-ucla-1	257	netdev://[00:00:00:00:00:0f]	OutInterests	0	0	0	0
0.5	rtr-ucla-1	257	netdev://[00:00:00:00:00:0f]	InData	0	0	0	0
0.5	rtr-ucla-1	257	netdev://[00:00:00:00:00:0f]	OutData	28.8	38.7406	18	24.2129
0.5	rtr-ucla-1	257	netdev://[00:00:00:00:00:0f]	InNacks	0	0	0	0
0.5	rtr-ucla-1	257	netdev://[00:00:00:00:00:0f]	OutNacks	0	0	0	0
0.5	rtr-ucla-1	257	netdev://[00:00:00:00:00:0f]	InSatisfiedInterests	28.8	0	18	0
0.5	rtr-ucla-1	257	netdev://[00:00:00:00:00:0f]	InTimedOutInterests	0	0	0	0
0.5	rtr-ucla-1	257	netdev://[00:00:00:00:00:0f]	OutSatisfiedInterests	0	0	0	0
0.5	rtr-ucla-1	257	netdev://[00:00:00:00:00:0f]	OutTimedOutInterests	0	0	0	0
0.5	rtr-ucla-1	258	netdev://[00:00:00:00:00:11]	InInterests	41.6	2.3	26	1.4375
0.5	rtr-ucla-1	258	netdev://[00:00:00:00:00:11]	OutInterests	0	0	0	0
0.5	rtr-ucla-1	258	netdev://[00:00:00:00:00:11]	InData	0	0	0	0
0.5	rtr-ucla-1	258	netdev://[00:00:00:00:00:11]	OutData	28.8	38.7406	18	24.2129
0.5	rtr-ucla-1	258	netdev://[00:00:00:00:00:11]	InNacks	0	0	0	0
0.5	rtr-ucla-1	258	netdev://[00:00:00:00:00:11]	OutNacks	0	0	0	0
0.5	rtr-ucla-1	258	netdev://[00:00:00:00:00:11]	InSatisfiedInterests	28.8	0	18	0
0.5	rtr-ucla-1	258	netdev://[00:00:00:00:00:11]	InTimedOutInterests	0	0	0	0
0.5	rtr-ucla-1	258	netdev://[00:00:00:00:00:11]	OutSatisfiedInterests	0	0	0	0
0.5	rtr-ucla-1	258	netdev://[00:00:00:00:00:11]	OutTimedOutInterests	0	0	0	0
0.5	rtr-ucla-1	259	netdev://[00:00:00:00:00:13]	InInterests	0	0	0	0
0.5	rtr-ucla-1	259	netdev://[00:00:00:00:00:13]	OutInterests	115.2	6.375	72	3.98438
0.5	rtr-ucla-1	259	netdev://[00:00:00:00:00:13]	InData	33.6	45.1953	21	28.2471
0.5	rtr-ucla-1	259	netdev://[00:00:00:00:00:13]	OutData	0	0	0	0
0.5	rtr-ucla-1	259	netdev://[00:00:00:00:00:13]	InNacks	0	0	0	0
0.5	rtr-ucla-1	259	netdev://[00:00:00:00:00:13]	OutNacks	0	0	0	0
0.5	rtr-ucla-1	259	netdev://[00:00:00:00:00:13]	InSatisfiedInterests	0	0	0	0
0.5	rtr-ucla-1	259	netdev://[00:00:00:00:00:13]	InTimedOutInterests	0	0	0	0
0.5	rtr-ucla-1	259	netdev://[00:00:00:00:00:13]	OutSatisfiedInterests	28.8	0	18	0
0.5	rtr-ucla-1	259	netdev://[00:00:00:00:00:13]	OutTimedOutInterests	0	0	0	0
0.5	rtr-ucla-1	261	internal://	InInterests	0	0	0	0
0.5	rtr-ucla-1	261	internal://	OutInterests	0	0	0	0
0.5	rtr-ucla-1	261	internal://	InData	0	0	0	0
0.5	rtr-ucla-1	261	internal://	OutData	0	0	0	0
0.5	rtr-ucla-1	261	internal://	InNacks	0	0	0	0
0.5	rtr-ucla-1	261	internal://	OutNacks	0	0	0	0
0.5	rtr-ucla-1	261	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	rtr-ucla-1	261	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-ucla-1	261	internal://	OutSatisfiedInterests	0	0	0	0
0.5	rtr-ucla-1	261	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-ucla-1	-1	all	SatisfiedInterests	36.8	0	23	0
0.5	rtr-ucla-1	-1	all	TimedOutInterests	0	0	0	0
0.5	rtr-ucla-2	1	internal://	InInterests	0	0	0	0
0.5	rtr-ucla-2	1	internal://	OutInterests	0	0	0	0
0.5	rtr-ucla-2	1	internal://	InData	0	0	0	0
0.5	rtr-ucla-2	1	internal://	OutData	0	0	0	0
0.5	rtr-ucla-2	1	internal://	InNacks	0	0	0	0
0.5	rtr-ucla-2	1	internal://	OutNacks	0	0	0	0
0.5	rtr-ucla-2	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	rtr-ucla-2	1	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-ucla-2	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	rtr-ucla-2	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-ucla-2	256	netdev://[00:00:00:00:00:12]	InInterests	0	0	0	0
0.5	rtr-ucla-2	256	netdev://[00:00:00:00:00:12]	OutInterests	41.6	2.3	26	1.4375
0.5	rtr-ucla-2	256	netdev://[00:00:00:00:00:12]	InData	27.2	36.5875	17	22.8672
0.5	rtr-ucla-2	256	netdev://[00:00:00:00:00:12]	OutData	0	0	0	0
0.5	rtr-ucla-2	256	netdev://[00:00:00:00:00:12]	InNacks	0	0	0	0
0.5	rtr-ucla-2	256	netdev://[00:00:00:00:00:12]	OutNacks	0	0	0	0
0.5	rtr-ucla-2	256	netdev://[00:00:00:00:00:12]	InSatisfiedInterests	0	0	0	0
0.5	rtr-ucla-2	256	netdev://[00:00:00:00:00:12]	InTimedOutInterests	0	0	0	0
0.5	rtr-ucla-2	256	netdev://[00:00:00:00:00:12]	OutSatisfiedInterests	27.2	0	17	0
0.5	rtr-ucla-2	256	netdev://[00:00:00:00:00:12]	OutTimedOutInterests	0	0	0	0
0.5	rtr-ucla-2	257	netdev://[00:00:00:00:00:17]	InInterests	41.6	2.3	26	1.4375
0.5	rtr-ucla-2	257	netdev://[00:00:00:00:00:17]	OutInterests	0	0	0	0
0.5	rtr-ucla-2	257	netdev://[00:00:00:00:00:17]	InData	0	0	0	0
0.5	rtr-ucla-2	257	netdev://[00:00:00:00:00:17]	OutData	27.2	36.5875	17	22.8672
0.5	rtr-ucla-2	257	netdev://[00:00:00:00:00:17]	InNacks	0	0	0	0
0.5	rtr-ucla-2	257	netdev://[00:00:00:00:00:17]	OutNacks	0	0	0	0
0.5	rtr-ucla-2	257	netdev://[00:00:00:00:00:17]	InSatisfiedInterests	27.2	0	17	0
0.5	rtr-ucla-2	257	netdev://[00:00:00:00:00:17]	InTimedOutInterests	0	0	0	0
0.5	rtr-ucla-2	257	netdev://[00:00:00:00:00:17]	OutSatisfiedInterests	0	0	0	0
0.5	rtr-ucla-2	257	netdev://[00:00:00:00:00:17]	OutTimedOutInterests	0	0	0	0
0.5	rtr-ucla-2	259	internal://	InInterests	0	0	0	0
0.5	rtr-ucla-2	259	internal://	OutInterests	0	0	0	0
0.5	rtr-ucla-2	259	internal://	InData	0	0	0	0
0.5	rtr-ucla-2	259	internal://	OutData	0	0	0	0
0.5	rtr-ucla-2	259	internal://	InNacks	0	0	0	0
0.5	rtr-ucla-2	259	internal://	OutNacks	0	0	0	0
0.5	rtr-ucla-2	259	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	rtr-ucla-2	259	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-ucla-2	259	internal://	OutSatisfiedInterests	0	0	0	0
0.5	rtr-ucla-2	259	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-ucla-2	-1	all	SatisfiedInterests	30.4	0	19	0
0.5	rtr-ucla-2	-1	all	TimedOutInterests	0	0	0	0
0.5	rtr-ucla-cs	1	internal://	InInterests	0	0	0	0
0.5	rtr-ucla-cs	1	internal://	OutInterests	0	0	0	0
0.5	rtr-ucla-cs	1	internal://	InData	0	0	0	0
0.5	rtr-ucla-cs	1	internal://	OutData	0	0	0	0
0.5	rtr-ucla-cs	1	internal://	InNacks	0	0	0	0
0.5	rtr-ucla-cs	1	internal://	OutNacks	0	0	0	0
0.5	rtr-ucla-cs	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	rtr-ucla-cs	1	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-ucla-cs	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	rtr-ucla-cs	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-ucla-cs	256	netdev://[00:00:00:00:00:14]	InInterests	112	6.19688	70	3.87305
0.5	rtr-ucla-cs	256	netdev://[00:00:00:00:00:14]	OutInterests	0	0	0	0
0.5	rtr-ucla-cs	256	netdev://[00:00:00:00:00:14]	InData	0	0	0	0
0.5	rtr-ucla-cs	256	netdev://[00:00:00:00:00:14]	OutData	35.2	47.3484	22	29.5928
0.5	rtr-ucla-cs	256	netdev://[00:00:00:00:00:14]	InNacks	0	0	0	0
